TIME(2019/11/15 15:04:25.869),TIMETICK(f=2143473),FPOGX,FPOGY,FPOGD,FPOGV,
115.21631,382614216016,0.29080,0.32500,1.26758,1,
115.90332,382615688364,0.35116,0.31422,0.67188,1,
116.18262,382616287845,0.26849,0.35076,0.26270,1,
116.59424,382617169302,0.25900,0.34137,0.39258,1,
117.44824,382619000487,0.22839,0.32478,0.83691,1,
117.79395,382619740940,0.30407,0.39386,0.32764,1,
118.25732,382620734809,0.27965,0.27137,0.44531,1,
118.69678,382621676770,0.26447,0.24569,0.42041,1,
119.83008,382624105846,0.30739,0.26960,1.11523,1,
120.37256,382625268127,0.24436,0.23244,0.52588,1,
120.75146,382626081014,0.26289,0.20471,0.36230,1,
121.14453,382626923482,0.31426,0.15800,0.37793,1,
121.55469,382627802827,0.36153,0.15436,0.39404,1,
122.18018,382629143409,0.39126,0.17049,0.60889,1,
122.45850,382629740095,0.35159,0.16950,0.26270,1,
123.21777,382631367155,0.25719,0.26227,0.69287,1,
123.64160,382632275105,0.30662,0.25299,0.41016,1,
124.46289,382634035639,0.32190,0.18898,0.80322,1,
125.18652,382635586849,0.38578,0.19171,0.70703,1,
125.90820,382637133932,0.37728,0.20458,0.70508,1,
126.25488,382637877453,0.42304,0.19377,0.33008,1,
127.04248,382639565300,0.46418,0.18436,0.77100,1,
127.71631,382641009554,0.25291,0.17143,0.60840,1,
127.84912,382641294204,0.24710,0.26187,0.11279,1,
128.48975,382642666987,0.24513,0.16817,0.52686,1,
128.99707,382643754662,0.29257,0.26412,0.49170,1,
129.60498,382645058132,0.25471,0.17457,0.59131,1,
130.08301,382646082474,0.33676,0.15851,0.46143,1,
130.70654,382647418895,0.37812,0.14309,0.60400,1,
131.33154,382648758265,0.38432,0.14964,0.60889,1,
132.05322,382650305717,0.26015,0.26829,0.55615,1,
133.10596,382652562463,0.32286,0.23627,1.03320,1,
133.51709,382653442959,0.38414,0.20763,0.39453,1,
134.32031,382655165450,0.45092,0.18259,0.78809,1,
134.94629,382656506548,0.46678,0.17866,0.60938,1,
135.43994,382657565115,0.33239,0.26279,0.42725,1,
136.04688,382658865762,0.34198,0.27269,0.59229,1,
136.55566,382659956181,0.27756,0.26677,0.49365,1,
137.01611,382660943609,0.30239,0.27174,0.44482,1,
137.45850,382661891237,0.27969,0.19562,0.42139,1,
137.83594,382662701010,0.36600,0.15897,0.36133,1,
138.34570,382663793382,0.39563,0.15522,0.49365,1,
139.01270,382665223213,0.23628,0.27329,0.60107,1,
139.36523,382665978681,0.34365,0.28200,0.34277,1,
139.90820,382667142451,0.33196,0.28862,0.32959,1,
140.23828,382667850049,0.30096,0.23707,0.31348,1,
140.64551,382668723442,0.25283,0.26111,0.40479,1,
141.00732,382669499014,0.30044,0.38693,0.29980,1,
141.41748,382670378002,0.28819,0.25369,0.34473,1,
141.81152,382671222123,0.49142,0.38733,0.32715,1,
142.73242,382673196360,0.49026,0.33470,0.90479,1,
143.04492,382673865760,0.48702,0.33204,0.29541,1,
143.33105,382674479670,0.48246,0.37217,0.27002,1,
143.52539,382674895947,0.47679,0.42158,0.16650,1,
144.00391,382675921966,0.49081,0.39889,0.31445,1,
144.27686,382676506892,0.42355,0.36169,0.26074,1,
144.73633,382677491258,0.52441,0.21746,0.29102,1,
145.44824,382679017016,0.54260,0.18114,0.69141,1,
145.65967,382679470332,0.49563,0.33875,0.19336,1,
145.98779,382680174237,0.22652,0.92266,0.26221,1,
146.43115,382681124178,0.22901,0.92299,0.42529,1,
147.10303,382682565008,0.47846,0.21182,0.60547,1,
147.53320,382683486152,0.52021,0.20566,0.41162,1,
147.69385,382683830600,0.26972,0.30692,0.09814,1,
148.86328,382686337327,0.19049,0.94384,1.10156,1,
149.28857,382687248847,0.39298,0.20748,0.30908,1,
150.03320,382688845533,0.36428,0.05930,0.67969,1,
150.35889,382689543707,0.36079,0.06029,0.31543,1,
150.61865,382690100471,0.27228,0.09445,0.24756,1,
150.86475,382690627720,0.35989,0.12988,0.23047,1,
151.16309,382691266855,0.39772,0.05583,0.28125,1,
